ID,type,text
21841,word_clues,fourth: stick shift gear | last quarter | between third and fifth
8936,rhymelees_words,fourths
18849,word_clues,fowl: two-legged livestock | edible birds
5667,commonWords,fox
25484,compounds,foxglove | fox | glove
25485,compounds,foxhole | fox | hole
18850,word_clues,foxy: cunning | clever | very attractive
1389,nouns,foyer
8937,rhymelees_words,foyer
20200,word_clues,foyer: vestibule | entrance hall | lobby | entrance area | hallway | theater lobby
5043,commonWords,fr
24164,adjs,fractional
7544,ergative_verbs,fracture
1390,nouns,fragmentation
24165,adjs,fragrant
20201,word_clues,frail: delicate | weak | easily broken | easily injured
560,infinitive_verbs,frame
4229,commonWords,frame
10640,personalNouns,frame
7946,general_verbs,frame | framed
20202,word_clues,frame: set up | construct | picture holder | prepare for hanging | picture border | portrait holder
10641,personalNouns,framer
5337,commonWords,frames
1391,nouns,framework
4902,commonWords,framework
25486,compounds,framework | frame | work
3223,commonWords,france
7410,commonWords,franchise
4245,commonWords,francisco
4982,commonWords,frank
10642,personalNouns,frank
6601,commonWords,franklin
8452,adverbs,frankly
8453,adverbs,frantically
10643,personalNouns,fratricide
1392,nouns,fraud
6925,commonWords,fraud
20203,word_clues,fraud: criminal trickery | charlatan | hoax | impostor | deceit | illegal trickery
21842,word_clues,frauds: quacks | con artists | some white collar criminals
24166,adjs,fraudulent
18851,word_clues,fray: struggle | skirmish | unravel | become threadbare
20204,word_clues,freak: monster | sideshow attraction | extremely unlikely | carnival oddity | rare and unlucky occurance
24167,adjs,freakish
21843,word_clues,freaks: some circus performers | goes ape | anomalies | bizarre ones
21844,word_clues,freaky: bizarre | strange | odd
24168,adjs,freckled
7332,commonWords,fred
2487,commonWords,free
10644,personalNouns,free-liver
18852,word_clues,free: let loose | without cost | available
10645,personalNouns,freebooter
10646,personalNouns,freedman
25487,compounds,freedman | freed | man
4521,commonWords,freedom
25488,compounds,freehand | free | hand
25489,compounds,freehold | free | hold
24169,adjs,freelance
8454,adverbs,freely
21845,word_clues,freely: at will | ad lib | without hindrance | without cost
10647,personalNouns,freeman
25490,compounds,freeman | free | man
10648,personalNouns,freer
25491,compounds,freestanding | free | standing
25492,compounds,freestone | free | stone
1393,nouns,freestyle
10649,personalNouns,freethinker
25493,compounds,freethinker | free | thinker
25494,compounds,freeway | free | way
7545,ergative_verbs,freeze
534151,irregular_verbs,"freeze, froze, frozen"
10650,personalNouns,freezer
24170,adjs,freight
10651,personalNouns,freighter
3438,commonWords,french
8455,adverbs,frenetically
8774,pairs,frequence | sequence
1394,nouns,frequency
5116,commonWords,frequency
10652,personalNouns,frequenter
4926,commonWords,frequently
4530,commonWords,fresh
24171,adjs,fresh
20205,word_clues,fresh: impudent | sassy | novel | just-baked | straight from the garden | not canned or frozen
7546,ergative_verbs,freshen
25495,compounds,freshman | fresh | man
25496,compounds,freshwater | fresh | water
18853,word_clues,fret: worry | fuss | guitar part
24172,adjs,fretted
25497,compounds,fretwork | fret | work
3627,commonWords,fri
3384,commonWords,friday
2948,commonWords,friend
10653,personalNouns,friend
21846,word_clues,friend: buddy | pal | ally | facebook connection
1395,nouns,friendliness
3699,commonWords,friendly
24821,states_of_drunkenness,friendly
3160,commonWords,friends
10654,personalNouns,frier
1396,nouns,fries
20206,word_clues,fries: deli side | popular side | fast food order | burger side | salty fried treat
1397,nouns,frigate
561,infinitive_verbs,frighten
7947,general_verbs,frighten | frightened
8456,adverbs,frightfully
21847,word_clues,frigid: stiff | arctic | far from friendly | unreceptive | like ice
20207,word_clues,frill: nice but unnecessary feature | nonessential | showy extra | extra thing
21848,word_clues,frills: extras | bells and whistles | bonuses
21849,word_clues,fringe: extreme | periphery | outer edge | tasselly hem
20208,word_clues,frisk: pat down | check for weapons | search for contraband
21850,word_clues,frisky: frolicsome | playful | energetic
18854,word_clues,frog: hopping critter | pond dweller | fly catcher
25498,compounds,frogman | frog | man
20209,word_clues,frogs: ancient plague | pond dwellers | leaping amphibians | common dissection subjects
21851,word_clues,frolic: whoop it up | gambol | romp | play friskily | prance
2466,commonWords,from
27534,prepositions,from
18855,word_clues,from: beginning | starting | native to
3239,commonWords,front
10655,personalNouns,front
20210,word_clues,front: foremost | pretense | battlefield | facade | vanguard | lead
20211,word_clues,frost: cold covering | winter coat | crop killer | put icing on a cake
25499,compounds,frostbite | frost | bite
25500,compounds,frostbitten | frost | bitten
21852,word_clues,frosts: ices a cake | citrus ruiners | cold coverings | hoars | crop killers
21853,word_clues,frosty: shiver inducing | cold | chilly | icy
20212,word_clues,froth: head | foam | cappuccino topper | latte topper | insubstantial stuff
21854,word_clues,frothy: insubstantial | like the head on a glass of beer | effervescent
20213,word_clues,frown: display displeasure | displeased look | opposite of smile
21855,word_clues,frowns: displays displeasure | displeased looks | opposite of smiles
20214,word_clues,froze: stopped in one's tracks | turned to ice | got stage fright | didn't move a muscle | stood still
21856,word_clues,frozen: icy | ready to skate on | unmoving
288,strong_words,frugal
24173,adjs,frugal
5787,commonWords,fruit
20215,word_clues,fruit: apples and oranges | lunchbox item | compote ingredient | smoothie ingredient | part of a balanced diet
25501,compounds,fruitcake | fruit | cake
25502,compounds,fruitcup | fruit | cup
10656,personalNouns,fruiterer
21857,word_clues,fruity: like a mai tai | eccentric | like a smoothie
10657,personalNouns,frump
562,infinitive_verbs,fry
7547,ergative_verbs,fry
7948,general_verbs,fry | fried
4569,commonWords,ft
6505,commonWords,ftp
4511,commonWords,fuck
4163,commonWords,fucking
20216,word_clues,fudge: chocolate treat | chocolate candy | sweet square
4508,commonWords,fuel
18856,word_clues,fuel: energy source | keeps a fire going | propellant
10658,personalNouns,fugleman
8938,rhymelees_words,fugue
24174,adjs,fulfilling
1398,nouns,fulfillment
2641,commonWords,full
18857,word_clues,full: stuffed | no longer hungry | at capacity
25503,compounds,fullback | full | back
10659,personalNouns,fuller
4136,commonWords,fully
8457,adverbs,fully
21858,word_clues,fumble: flub | mishandle | gridiron mishap
10660,personalNouns,fumbler
18858,word_clues,fume: seethe | exhaust pipe emission | get really upset | noxious vapor
10661,personalNouns,fumigator
24175,adjs,fuming
3176,commonWords,fun
28001,encouraging_words,fun
1399,nouns,function
3298,commonWords,function
4399,commonWords,functional
1400,nouns,functionality
4036,commonWords,functions
3645,commonWords,fund
18859,word_clues,fund: give money | endow | provide resources for
6873,commonWords,fundamental
6974,commonWords,funded
24176,adjs,funded
4174,commonWords,funding
1401,nouns,fundraiser
3923,commonWords,funds
20217,word_clues,funds: bankrolls | backs | cash | provides the cash for
18860,word_clues,funk: music genre | depression | bad smell
20218,word_clues,funky: groovy | jazzy | smells odd
4792,commonWords,funny
24177,adjs,funny
20219,word_clues,funny: odd | peculiar | amusing | comical
8458,adverbs,furiously
18861,word_clues,furl: roll up | wrap | stow the sails
3636,commonWords,furniture
10662,personalNouns,furrier
20220,word_clues,furry: hairy | covered with hair | fuzzy
3169,commonWords,further
25504,compounds,furthermore | further | more
18862,word_clues,fury: anger | wrath | rage
18863,word_clues,fuse: join together | combine | melt together
1402,nouns,fusion
21859,word_clues,fusion: atomic process | solar energy basis | nuclear reaction process
10663,personalNouns,fuss
18864,word_clues,fuss: commotion | ruckus | bother
20221,word_clues,fussy: particular | hard to please | very particular | detail-oriented
8775,pairs,fustic | rustic
21860,word_clues,futile: pointless | useless | not worth doing
1403,nouns,futility
20222,word_clues,futon: collapsible bed | japanese-style mattress | bachelor pad mattress | foldable mattress | dorm furnishing
3086,commonWords,future
21861,word_clues,future: yet to come | upcoming | down the road | hasn't happened yet
10664,personalNouns,futurist
20223,word_clues,fuzzy: unclear | like a teddy bear | hairy
2746,commonWords,g
27812,interjections,g'day
4565,commonWords,ga
10665,personalNouns,gabbier
20224,word_clues,gable: victorian house feature | bit of gothic architecture | cape cod feature | gothic feature
21862,word_clues,gadget: gizmo | device | contraption | electronic toy
27809,interjections,gadzooks
18865,word_clues,gaff: large fishing hook | hook on a pole
21863,word_clues,gaggle: flock of geese | goose group | geese on the ground
27810,interjections,gah
4936,commonWords,gain
18866,word_clues,gain: acquire | increase | profit
10666,personalNouns,gainer
25505,compounds,gainsay | gain | say
18867,word_clues,gait: stride | pace | manner of walking
18868,word_clues,gala: big party | ball | lavish celebration
21864,word_clues,galaxy: star system | astronomical study | star group | collection of stars
10667,personalNouns,galilean
18869,word_clues,gall: chutzpah | audacity | impudence
10668,personalNouns,gallant
8776,pairs,gallant | talent
1404,nouns,gallantry
25506,compounds,gallbladder | gall | bladder
4206,commonWords,galleries
1405,nouns,gallery
2908,commonWords,gallery
21865,word_clues,galley: ship kitchen | long rowboat | boat of ancient greece
21866,word_clues,gallon: milk unit | liquid capacity | jug capacity | gasoline unit
21867,word_clues,gallop: horse's gait | bounding gait | fast gait | more than a canter
25507,compounds,gallstone | gall | stone
21868,word_clues,galore: abundant | in abundance | aplenty | abounding | in great numbers | in large supply
10669,personalNouns,galvanizer
21869,word_clues,gambit: ploy | calculated risk | chess opening | chess sacrifice | strategy with risks
21870,word_clues,gamble: take a chance | speculate | bet on something
10670,personalNouns,gambler
5328,commonWords,gambling
2750,commonWords,game
18870,word_clues,game: hunter's quarry | something to play | you're playing one
25508,compounds,gamecock | game | cock
10671,personalNouns,gamekeeper
2647,commonWords,games
10672,personalNouns,gamester
4965,commonWords,gaming
4716,commonWords,gamma
20225,word_clues,gamma: greek letter | kind of ray | beta follower
21871,word_clues,gander: male goose | look around | glance
6673,commonWords,gang
10673,personalNouns,ganger
21872,word_clues,gangly: lanky | like a string bean | rangy | tall and thin
25509,compounds,gangplank | gang | plank
27811,interjections,gangway
25510,compounds,gangway | gang | way
6559,commonWords,gap
18871,word_clues,gape: gawk | stare | goggle
332,strong_words,garage
6624,commonWords,garage
21873,word_clues,garage: parking place | auto repair shop | parking area | place to park a car
10674,personalNouns,garb
21874,word_clues,garble: distort | confuse | scramble | muddle
24178,adjs,garbled
3107,commonWords,garden
21875,word_clues,garden: raise flowers | vegetable plot | backyard vegetables | take care of plants
10675,personalNouns,gardener
6351,commonWords,gardens
21876,word_clues,gargle: use mouthwash | rinse the back of your throat | bubbling water sound
21877,word_clues,garlic: vampire repellent | pizza flavoring | pesto seasoning | aioli flavoring
21878,word_clues,garner: acquire | collect | net | earn | amass | win
21879,word_clues,garnet: deep red | january birthstone | semiprecious stone | abrasive mineral | dark red
10676,personalNouns,garnishee
10677,personalNouns,garroter
21880,word_clues,garter: hose holder | wedding thigh-wear | type of harmless snake
5999,commonWords,gary
3564,commonWords,gas
18872,word_clues,gash: deep cut | wound | knife wound
21881,word_clues,gasket: something to blow when angry | type of seal | cylinder seal | sealing ring
25511,compounds,gaslight | gas | light
18873,word_clues,gasp: utter breathlessly | sound of surprise | sound of fright
25512,compounds,gasworks | gas | works
6514,commonWords,gate
18874,word_clues,gate: entrance | fence opening | portal
25513,compounds,gatecrasher | gate | crasher
25514,compounds,gatekeeper | gate | keeper
20226,word_clues,gates: fence openings | airport areas | castle entrances
6112,commonWords,gateway
25515,compounds,gateway | gate | way
